stop_id,stop_name,nearest_fountain_m,walk_min,no_water_within_5min
1042,Publix @ Tower Square on SW 75th Street,1935,24.2,True
912,Waldo Road @ NE 1st Avenue,615,7.7,True
1624,SW 6th St & SW 3rd Ave,522,6.5,True
139,City Hall,192,2.4,False
1396,Eastbound SW 24th Ave @ Majestic Oaks,1364,17.1,True
830,Cabana Beach Apartments (SW 20th Ave),477,6.0,True
981,Northbound NW 43rd Street @ NW 16th Place,1747,21.8,True
972,Laurels Apartments,1694,21.2,True
1287,Paddock Club Apartments,2319,29.0,True
407,Hampton Court Apartments,969,12.1,True
546,NW 16th Ave @ NW 13th St,987,12.3,True
435,State Farm Insurance @ NW 13th Street,1339,16.7,True
1268,Brandywine Apartments,952,11.9,True
1305,Best Buy @ Butler Plaza,442,5.5,True
1020,Southbound NW 43rd Street @ NW 19th Avenue,1903,23.8,True
163,Allstate Insurance @ Newberry Road,1090,13.6,True
457,Hickory Place Apartments,2241,28.0,True
1004,Windsor Assisted Living,3747,46.8,True
1048,Kanapaha Park,149,1.9,False
1619,Queen of Peace Church (Eastbound),1899,23.7,True
1628,SW 52nd St @ Cabana Beach,606,7.6,True
18,Shands Hospital @ Davis Cancer Pavilion,578,7.2,True
568,Mount Zion Church of God,305,3.8,False
23,UF Surge Area Drive,904,11.3,True
1186,Lakeside Residential Building,535,6.7,True
199,Keene Flint Hall,125,1.6,False
1097,Oaks Mall,438,5.5,True
1014,Allstate Insurance,1549,19.4,True
995,Summer Creek Neighborhood,2397,30.0,True
1180,Southwest Recreation Center,63,0.8,False
1593,Social Security NB NW 13th St,403,5.0,True
1468,N Main Post Office,413,5.2,True
293,Mt Moriah Baptist Church,914,11.4,True
750,Southbound NE 15th Street @ NE 31 Avenue,346,4.3,False
1481,Cancer/Genetics Research Complex,690,8.6,True
588,Morningside Nature Center,697,8.7,True
1595,UF Heart Health,479,6.0,True
1066,KISS 105.3 FM Station,1419,17.7,True
700,Fire Stone @ N Main Street,801,10.0,True
362,Social 28 Apartments,176,2.2,False
1594,AT&T Store @ NW 4th Place,229,2.9,False
539,Brywood Neighborhood,942,11.8,True
1117,Tower Square @ SW 75th Street,1884,23.6,True
1503,Southbound Metcalfe Elementary School,723,9.0,True
103,Northbound SE 24th Street @ E University Avenue,567,7.1,True
1094,Clarion Inn,1129,14.1,True
512,Northwest Baptist Church,2147,26.8,True
1320,Airport,58,0.7,False
763,Publix @ N Main Street,371,4.6,False
637,Aspen Ridge Apartments,1010,12.6,True
278,NW 6th Street & NW 16th Avenue,921,11.5,True
297,Eastbound SE 7th Avenue @ SE 15th Street,1440,18.0,True
520,Santa Fe,3268,40.8,True
464,Mt Vernon Apartments @ SW 23rd Drive,991,12.4,True
1093,Park Place Car Wash,998,12.5,True
570,Eastbound NE 8th Avenue @ NE 22nd Street,674,8.4,True
1235,NE Walmart Supercenter,133,1.7,False
554,Salvation Army,337,4.2,False
677,The Landings Apartments,798,10.0,True
710,Pointe 23 Apartments,853,10.7,True
207,Alachua County Office of the State Attorney,419,5.2,True
501,NW 30th Terrace @ NW 16th Avenue,607,7.6,True
495,Westbound NW 16th Avenue @ NW 20th Way,683,8.5,True
361,Norman Hall,244,3.1,False
365,Theory Apartments,659,8.2,True
1322,Rocky Point Apartments,949,11.9,True
448,Westbound SW 40th Place @ NW 26th Terrace,2252,28.2,True
624,East End Eatery,192,2.4,False
1304,Seacoast Bank @ Archer Road,610,7.6,True
505,B'Nai Israel School & Day Care,1380,17.2,True
745,Highland Court Manor,1060,13.3,True
370,Gainesville High School,950,11.9,True
857,Episcopal Children's Services Northbound,350,4.4,False
1110,Tower Road Library,843,10.5,True
986,Bank of America @ NW 43rd Street,2398,30.0,True
926,Leigh Hall,81,1.0,False
699,Alachua County Property Appraiser,618,7.7,True
950,Lexington Crossing Apartments,1958,24.5,True
720,Fearnside Family Services Center Northbound,569,7.1,True
688,Tanglewood Apartments,754,9.4,True
601,Fred Cone Park,89,1.1,False
989,Pinewood Apartments,1463,18.3,True
1179,Pressly Softball Stadium,332,4.2,False
806,Southwest Recreation Center,77,1.0,False
167,SunTrust Bank @ Newberry Road,1388,17.4,True
422,Uptown Village Apartments,1654,20.7,True
719,Village Green Apartments,369,4.6,False
294,Tools for Schools,1062,13.3,True
404,Pine Ridge Apartments,360,4.5,False
8,Courtyard Apartments,377,4.7,False
480,Mt Vernon Apartments,982,12.3,True
878,Ironwood Golf Course,817,10.2,True
378,Misty Oaks Apartments,1050,13.1,True
357,SE 7th Avenue @ SE 10th Terrace,913,11.4,True
412,Northwood Pines Neighborhood,580,7.2,True
250,Gainesville High School Tennis Courts,791,9.9,True
713,NE 23rd Avenue @ NE 11th Terrace,553,6.9,True
162,Tire Kingdom @ Newberry Road,959,12.0,True
1154,Graham Hall,257,3.2,False
1252,Plaza Health and Rehab,1453,18.2,True
936,Westgate Plaza,1062,13.3,True
564,MLK Center,311,3.9,False
376,Cobblestone Apartments,643,8.0,True
177,Durant Estate,835,10.4,True
176,Panera Bread @ Newberry Road,471,5.9,True
148,Smathers Library,105,1.3,False
557,Northbound NE 9th Street @ NE 3rd Avenue,558,7.0,True
774,Treehouse Village Apartments,950,11.9,True
867,16th Avenue Detailing & Window Tinting (Eastbound),543,6.8,True
35,Silver Creek Apartments,1024,12.8,True
406,Northbound NW 23rd Terrace @ NW 62nd Avenue,730,9.1,True
813,Kensington Apartments North,725,9.1,True
1302,Greenwich Green Apartments,944,11.8,True
1288,Eastbound Newberry Road @ Fort Clarke Boulevard,2089,26.1,True
974,Dollar General,1355,16.9,True
1099,SUBWAY@ Newberry RD,439,5.5,True
333,Southbound Se 35th Street @ SE 18th Avenue,1806,22.6,True
1065,Tower Oaks Glenn Apartments,1925,24.1,True
34,Direct Insurance @ Archer Road,816,10.2,True
1407,Eastbound SW 24th AVE @ SW 76th ST,1333,16.7,True
581,Southbound NE 25th Street @ NE 3rd Place,608,7.6,True
727,Oasis Carwash,1727,21.6,True
