stop_id,stop_name,stop_lat,stop_lon,routes,daily_trips,mean_lst_c,pct_green,pct_no_vehicle,pct_65_plus,shelter_status,lst_percentile,shelter_factor,social_vulnerability,shade_need,shade_need_rank,top20_shade_need
984,Millhopper Plaza,29.67246,-82.388864,43,14,40.96258544921875,33.3,5.506141465480729,33.90179910044978,unknown,0.8476658476658476,1.25,1.206260677875137,0.8525,47,False
438,The Gate Food Store @ NW 13th Street,29.655937,-82.339305,"8,10,13",99,44.7236328125,7.6,6.52607580507267,9.155578975102095,none,0.9889434889434889,1.5,0.6205032915387877,0.8505,48,False
926,Leigh Hall,29.6506378,-82.3446731,118,38,42.53231472439237,31.4,30.48780487804878,0.0114639458901753,none,0.9348894348894349,1.5,0.8784434820109817,0.8451,49,False
198,St. Augustine Catholic Church,29.651977,-82.346434,"5,43",34,42.62545596852022,32.7,30.48780487804878,0.0114639458901753,none,0.9361179361179361,1.5,0.8784434820109817,0.8301,50,False
1554,Marshall's @ Plaza Blvd (Westbound),29.6279932,-82.3830788,33,61,42.18906947544643,9.6,15.617875056999544,3.28125,none,0.9250614250614251,1.5,0.659457471171747,0.8272,51,False
1012,Autumn Woods Neighborhood,29.688574,-82.394883,"43,55",23,41.35774230957031,52.2,17.254556143445033,28.263455248290214,none,0.8734643734643734,1.5,1.3044316816922739,0.8169,52,False
1192,Turlington Hall,29.648395,-82.343558,"9,12,33,38",210,43.23048967633929,35.4,30.48780487804878,0.0114639458901753,none,0.9594594594594594,1.5,0.8784434820109817,0.8167,53,False
927,Ben Hill Griffin Stadium North End Zone,29.6510481,-82.3497907,118,38,41.81515066964285,31.7,30.48780487804878,0.0114639458901753,none,0.9041769041769042,1.5,0.8784434820109817,0.8137,54,False
98,SE Hawthorne Rd @ SE 18th St Eastbound,29.64879,-82.301287,3,14,39.989013671875,32.4,12.61942675159236,21.483491632745363,none,0.7592137592137592,1.5,1.0450941088021732,0.8046,55,False
27,Chili's Grill and Bar @ Butler Plaza,29.623782,-82.376087,1,42,41.798622131347656,9.9,15.617875056999544,3.28125,none,0.9017199017199017,1.5,0.659457471171747,0.8037,56,False
