stop_id,stop_name,stop_lat,stop_lon,daily_trips,routes,shelter_status,tract_geoid,pct_no_vehicle,pct_65_plus
346,Westbound E University Avenue @ SE 21st Street,29.652022,-82.297479,14,7,none,12001000600,20.242214532871973,17.217034843999087
1116,Valwood Neighborhood,29.604319,-82.422747,26,75,none,12001002221,0.8246527777777778,16.533758639021798
1543,NW 2nd St @ NW 16th Ave Northbound,29.666315,-82.326527,14,3,none,12001000301,14.08811475409836,9.192399049881235
194,Eastbound SW 2nd Avenue @ SW 26th Street,29.650347,-82.361278,20,5,none,12001000901,49.789029535864984,0.0
1608,Shell Rock Villas,29.644497,-82.409208,26,75,none,12001002218,15.250836120401337,8.166317678731678
1290,Alachua County Courthouse,29.650198,-82.325153,43,1,none,12001000500,10.72961373390558,13.34805299076676
300,Fast Eddie's Restaurant,29.650775,-82.305763,28,"3,7",none,12001000700,12.619426751592359,21.483491632745363
381,Altrusa House of Gainesville,29.685711,-82.349514,16,8,none,12001001203,5.620753551575047,12.678288431061807
187,Community Foundation of North Central Florida,29.653333,-82.383899,34,"5,43",sheltered,12001001605,5.992043759323719,8.548422678138099
1557,The Ridge @ SW 38th TER northbound,29.631626,-82.380875,61,33,unknown,12001001522,15.617875056999544,3.28125
1506,The Trophy Shop,29.657597,-82.338892,62,13,none,12001000201,21.143847487001732,1.9492808478425434
157,Westgate Shopping Center,29.652293,-82.369628,14,43,unknown,12001001000,6.52607580507267,9.155578975102095
111,Southbound SE 15th Street @ SE 4th Avenue,29.648383,-82.305943,14,7,unknown,12001000700,12.619426751592359,21.483491632745363
436,Applebee's @ NW 13th Street,29.661331,-82.339275,37,"8,10",none,12001001000,6.52607580507267,9.155578975102095
518,Santa Fe College @ NW 83rd Street,29.675243,-82.430108,54,"10,23,76",none,12001001701,17.254556143445033,28.263455248290214
1169,Northwood Pines Neighborhood,29.704958,-82.359975,30,"6,8",none,12001001202,0.5906123717749456,16.054477919933966
1056,Linton Oaks Neighborhood,29.640571,-82.407144,27,75,none,12001002217,15.908324907313784,7.102560393461594
150,University Lutheran Church,29.652182,-82.347693,34,"5,43",unknown,12001001000,6.52607580507267,9.155578975102095
528,Northwest Baptist Church,29.674028,-82.401846,29,"10,76",none,12001001702,5.506141465480729,33.90179910044978
535,B'Nai Israel School & Day Care,29.670727,-82.381721,20,10,none,12001001702,5.506141465480729,33.90179910044978
461,University Club Apartments,29.625831,-82.356333,146,"9,12,37",none,12001110800,12.026726057906458,40.537989617744216
1475,President's Park,29.65054,-82.355435,20,5,none,12001000902,30.48780487804878,0.011463945890175398
773,Arbor Park Apartments,29.636143,-82.329123,24,17,unknown,12001000808,7.1806945261918775,3.871439006574142
1427,Holy Faith Catholic Church,29.658408,-82.389177,14,43,none,12001001605,5.992043759323719,8.548422678138099
1141,Wilmot Gardens,29.639388,-82.349715,41,"21,52",unknown,12001000902,30.48780487804878,0.011463945890175398
709,McCoy Court Apartments,29.672836,-82.319684,23,15,unknown,12001000400,18.240068346860316,13.6077655941039
46,Beaty Towers,29.644707,-82.34082,90,"8,13,43",none,12001000902,30.48780487804878,0.011463945890175398
932,UF Law School,29.650455,-82.359095,20,5,none,12001001000,6.52607580507267,9.155578975102095
252,Plaza Verde - NW 23rd Avenue,29.673883,-82.341767,17,8,sheltered,12001001100,7.312925170068027,27.624720774385704
1494,NE 15th St @ NE 20th Pl,29.67179,-82.305762,13,26,none,12001000400,18.240068346860316,13.6077655941039
206,AT&T Building,29.651934,-82.328047,40,"5,10",none,12001000500,10.72961373390558,13.34805299076676
979,Landmark Woods Neighborhood,29.663281,-82.388917,14,43,none,12001001702,5.506141465480729,33.90179910044978
369,CVS @ NW 13th Street,29.6664,-82.339045,16,8,none,12001000301,14.08811475409836,9.192399049881235
697,Masonic Temple,29.653697,-82.324896,23,15,unknown,12001000500,10.72961373390558,13.34805299076676
521,Santa Fe College,29.67778,-82.430533,54,"10,23,76",none,12001001701,17.254556143445033,28.263455248290214
1483,aloft Hotel @ Hull Rd Eastbound,29.637276,-82.377895,73,"33,52",unknown,12001001522,15.617875056999544,3.28125
1553,Health Department,29.649168,-82.293379,14,7,none,12001000600,20.242214532871973,17.217034843999087
537,Willowcroft Neighborhood,29.667381,-82.374398,20,10,unknown,12001001702,5.506141465480729,33.90179910044978
599,Morningside Nature Center,29.651983,-82.279959,17,11,unknown,12001000600,20.242214532871973,17.217034843999087
1397,Westbound SW 24th Ave @ SW 61st St,29.639833,-82.406425,21,"52,76",none,12001002219,16.47440519105984,14.393255043661549
1341,Enclave 4,29.622783,-82.366766,54,38,none,12001001515,9.413369713506139,5.387755102040816
1253,Graham Hall,29.64581,-82.350257,248,"9,12,33,38,118",sheltered,12001000902,30.48780487804878,0.011463945890175398
1623,SW 6th St nearside SW 5th Ave (southbound),29.6476299,-82.3313561,14,6,unknown,12001000202,25.107526881720432,1.4258389845244306
442,Southbound SW 13th Street @ Inner Road,29.647665,-82.339517,135,"1,8,13,43",none,12001000902,30.48780487804878,0.011463945890175398
